material,harga,tingkat_kekritisan,rutin_nonrutin,2019,ROQ
PRESS TRANS;HNW;AUXCP;50049915501,4935000,C,NON RUTIN,0,0
TRANSMITTER;FLOW;IP67/68;265VA,315950000,C,NON RUTIN,1,1.1222222222222222
CHEM;ANTISCALANT RO;PC 191 T,49400,C,NON RUTIN,90,204.16666666666666
CHEM;CHLORINE SCAVENGER;N7408,15600,C,NON RUTIN,125,215.83333333333331
GAS;HELIUM UHP,29700000,C,NON RUTIN,0,0
GAS;NITROGEN HP,1250000,C,NON RUTIN,0,0
GAS;NITROGEN UHP,660000,C,NON RUTIN,0,0
GAS;OXYGEN HP,1250000,C,NON RUTIN,4,1.1333333333333333
GAS;OXYGEN UHP,10900000,C,NON RUTIN,10,2.8333333333333335
GAS;COMPRESSED AIR,1100000,C,RUTIN,15,4.25
GAS;ACETYLENE,2700000,C,NON RUTIN,1,0.2833333333333333
CHEM;2-PROPANOL;FOR ANALYSIS,732000,C,NON RUTIN,0,0
CHEM;AMINO ACID;H-2254069,485000,C,NON RUTIN,36,31.166666666666664
CHEM;AMMONIA HYDROXIDE SOLUTION;25%,14170,B,RUTIN,625,417.9166666666667
CHEM;BENZOIC ACID;C723,4200000,C,NON RUTIN,0,0
CHEM;BUFFER SOLUTION;PH 7,341000,C,NON RUTIN,1,0.2833333333333333
CHEM;BUFFER SOLUTION;PH10.01,409000,C,NON RUTIN,1,0.2833333333333333
CHEM;BUFFER SOLUTION;PH11.01,1821000,C,NON RUTIN,0,0
CHEM;BUFFER SOLUTION;PH4.01,409000,C,NON RUTIN,1,0.2833333333333333
CHEM;CAUSTIC SODA;LIQUID 48%,9800,B,RUTIN,676,5244.783333333333
CHEM;CITRIC ACID;H-2106269,524000,C,NON RUTIN,58,39.949999999999996
CHEM;CONDUCTIVITY STANDARD;100,3880000,C,NON RUTIN,0,0
CHEM;DPD CHLORINE;H-2105569,465000,C,NON RUTIN,7,12.183333333333334
CHEM;ELIMINOX;N-1250,57400,B,RUTIN,375,573.75
CHEM;FERROVER IRON REAGENT;POWDER,851000,C,NON RUTIN,3,0.85
CHEM;HYDRAVER 2;H-179032,455000,C,NON RUTIN,4,1.7
CHEM;HYDROCHLORIC ACID;1N/1L,739000,C,NON RUTIN,0,0
CHEM;HYDROCHLORIC ACID;32%,8170,B,RUTIN,960,4012
CHEM;HYDROCHLORIC ACID;33%,NA,NA,NON RUTIN,0,NA
CHEM;MOLYBDATE 3;H-199526,425000,C,NON RUTIN,10,36.266666666666666
CHEM;PHORPHYRIN 1 REAGENT;POWDER,1430000,C,NON RUTIN,0,0
CHEM;PHORPHYRIN 2 REAGENT;POWDER,1415000,C,NON RUTIN,0,0
CHEM;PHOSVER 3;H-2106069,772000,C,NON RUTIN,4,3.966666666666667
CHEM;POLYALUMUNIUM CHLORIDE;92%,19900,C,RUTIN,25,73.95
CHEM;POLYELECTROLITE;80%,59000,C,RUTIN,25,7.083333333333334
CHEM;RESIN;KATION,82500,B,NON RUTIN,0,0
CHEM;SCALE INHIBITOR;N-1183,65900,B,RUTIN,975,1480.4166666666667
CHEM;SILICA GEL CRYSTAL;5mm,126365,C,NON RUTIN,0,0
CHEM;SODIUM HYDROXIDE SOLUTION,976000,C,NON RUTIN,1,0.2833333333333333
CHEM;SODIUM HYPOCHLORID;FLAKE 12%,5830,C,NON RUTIN,0,0
CHEM;SODIUM SULPHITE;94%,20000,B,RUTIN,375,467.5
CHEM;TOLUENE;FOR ANALYSIS,910000,C,NON RUTIN,0,0
CHEM;TRISODIUM PHOSPHATE;80%,23100,B,RUTIN,0,0
CHEM;TRISODIUM PHOSPHATE;98%,20850,C,NON RUTIN,50,74.23333333333333
CHEM;KOH;0.1N,2425000,C,NON RUTIN,0,0
CHEM;XYLENE;,653000,C,NON RUTIN,2,0.5111111111111111
CHEM;RESIN;ANION M500,170000,B,RUTIN,25,7.083333333333334
CHEM;ACID CLEANING;PC77,98700,C,NON RUTIN,0,0
CHEM;ALKALINE CLEANING;PC98,234465,C,NON RUTIN,0,0
CHEM;BOOSTER OF ALKALINE CLEANING;PC40,290290,C,NON RUTIN,0,0
CHEM;NON OXIDIZING BIOCIDE;PC11,221100,C,NON RUTIN,0,0
CHEM;CHAM CLEAN;ST407,223300.00000000003,C,NON RUTIN,0,0
CHEM;ANTI SCALANT INHIBITOR;100%,77000,C,NON RUTIN,0,0
CHEM;RESIN;KATION S 108,98000,C,NON RUTIN,0,0
CHEM;INJECTION SEPTA GR SCIENTIFIC;,1010900.0000000001,C,NON RUTIN,0,0
CHEM;TOC REAGENT SET LOW RANGE 2760345,9117000,C,NON RUTIN,0,0
CHEM;POLYALUMUNIUM CHLORIDE;90-99%,10010,C,NON RUTIN,0,0
CHEM;POLYMER ANIONIC;90-99%,110700,C,NON RUTIN,0,0
CHEM;POLYMER CATIONIC;90-99%,86900,C,NON RUTIN,0,0
CHEM;SODIUM METABISULPHITE;50-60%,17700,C,NON RUTIN,0,0
CHEM;OXCIDATION BIOCIDE;,9900,C,NON RUTIN,75,75.83333333333333
CHEM;ETHANOL;GR ANALYSIS,851000,C,NON RUTIN,0,0
CHEM;METHANOL;GR ANALYSIS,485000,C,NON RUTIN,0,0
CHEM;SODIUM THIOSULPHATE;0.113N,1266000,C,NON RUTIN,1,0.2833333333333333
CHEM;REAGENTS;MANGANESE CITRATE BUFFER,900000,C,NON RUTIN,0,0
CHEM;REAGENTS;ZINCOVER 5,1128000,C,NON RUTIN,0,0
CHEM;CALLIBRATION CHECK FLD 2806;LN,26200000,C,NON RUTIN,0,0
CHEM;ELECTRON ENVIRON PREF SOLVENT;,14000000,C,NON RUTIN,1,0.3972222222222222
CHEM;FERROUS CALIBRATION FLUID;LNF5,26170000,C,NON RUTIN,0,0
CHEM;STANDARD SAMPLE;502-681,7450000,C,NON RUTIN,0,0
CHEM;STANDARD SAMPLE;502-682,7450000,C,NON RUTIN,0,0
CHEM;ACETONE;,851000,C,NON RUTIN,1,0.25555555555555554
CHEM;CONDUCTIVITY STANDARD;25u,1386000,C,NON RUTIN,1,0.5888888888888888
GAS;NITROGEN OXIDA,6600000,C,NON RUTIN,6,3.533333333333333
TOOL L;HYDRANAL COULOMAT CG,2900000,C,NON RUTIN,2,0.7944444444444444
TOOL L;BATANG PENGADUK KACA,37125,C,NON RUTIN,4,1.8
TOOL L;HAND PUMP HCL 400W,68000000,C,NON RUTIN,1,0.45
TOOL L;HYDROMETER 0.850-0.900,740000,C,NON RUTIN,2,0.9
TOOL L;HYDROMETER 0.950-1.000,770000,C,NON RUTIN,2,0.9
TOOL L;THERMOMETER 0-110C,319250,C,NON RUTIN,2,0.9
TOOL L;TIMBANGAN 120 GR,13800000,C,NON RUTIN,1,0.45
TOOL L;VISCOMETER 200,3700000,C,NON RUTIN,2,0.9
TOOL L;VISCOMETER 75,3700000,C,NON RUTIN,2,0.9
HARDWARE;SWITCH HUB 5PORT,214500.00000000003,C,NON RUTIN,0,0
"UNIV ACC;NYLON BRUSH 1""",210000,C,NON RUTIN,0,0
"UNIV ACC;NYLON BRUSH 1/2""",142000,C,NON RUTIN,0,0
TOOL M;WIRE BRUSH 90X10MM,38000,C,NON RUTIN,0,0
TOOL M;WIRE BRUSH 95X16MM,57000,C,NON RUTIN,0,0
UNIV ACC;SEAL COMPOUND;THREE BOND 1212,460000,C,NON RUTIN,0,0
UNIV ACC;SEAL DH520,7807000,C,NON RUTIN,0,0
UNIV ACC;SEAL NBR ZF15,427000,C,NON RUTIN,0,0
ANCHOR;Y;SS304;8X80mm,433000,C,NON RUTIN,0,0
UNIV ACC;SEMEN TAHAN API 1600C,27500,C,RUTIN,25,85
UNIV ACC;SEMEN TAHAN API 1760C,38500,C,NON RUTIN,0,0
UNIV ACC;SEMEN TAHAN API 1200C,78760,C,NON RUTIN,0,0
ANCHOR;Y;SS310;70X30X5MM,135000,B,NON RUTIN,0,0
BOILER ACC;REFRACTORY ULTRA EXPRESS 80,35000,B,NON RUTIN,0,0
ANCHOR;Y;253MA;70X30X3MM,150000,C,NON RUTIN,0,0
ANCHOR;Y;253MA;320X40X5MM,350000,C,NON RUTIN,0,0
ANCHOR;V;253MA;80X8MM,115000,C,NON RUTIN,0,0
PLATE;A516-70;2400X22X6mm,330000,C,RUTIN,160,45.333333333333336
PLATE;SS316;3X160mm,2305000,C,NON RUTIN,0,0
PLATE;SS316;3X365.5mm,3554000,C,NON RUTIN,0,0
PLATE;SS316;3X485.5mm,5177000,C,NON RUTIN,0,0
UNIV ACC;PLAT STRIP CS 4 X 50 X 6000 MM,384000,C,NON RUTIN,0,0
UNIV ACC;SIKU CS 60 X 60 X 6000 MM,561000,C,NON RUTIN,0,0
UNIV ACC;ISOLATION VIB PAD 500X600X8MM,6580000,C,NON RUTIN,0,0
UNIV ACC;LUG VORTEX FINDER 25X650X240mm,17000000,B,NON RUTIN,0,0
PLATE;ALUMUNIUM;3X1500X2000MM,1412000,C,NON RUTIN,0,0
UNIV ACC;PLATE MEMBRAN FLUIDIZING D485.5,12128350,C,NON RUTIN,2,6.8
UNIV ACC;PLATE MEMBRAN FLUIDIZING D528,13500000,C,NON RUTIN,0,0
PLATE;CS;1500X6000X10MM,25900000,C,NON RUTIN,0,0
UNIV ACC;MEMBRAN FLUIDIZNING 9,1670000,C,NON RUTIN,0,0
UNIV ACC;MEMBRAN FLUIDIZNING 2,4130000,C,NON RUTIN,0,0
UNIV ACC;MEMBRAN FLUIDIZNING 5,7420000,C,NON RUTIN,0,0
UNIV ACC;MEMBRAN FLUIDIZNING 4,4600000,C,NON RUTIN,0,0
UNIV ACC;MEMBRAN FLUIDIZNING 3,3280000,C,NON RUTIN,0,0
UNIV ACC;MEMBRAN FLUIDIZNING 1,1520000,C,NON RUTIN,0,0
UNIV ACC;MEMBRAN FLUIDIZNING 1,1520000,C,NON RUTIN,0,0
SIGHT GLASS;CLR;PW24BR;3187573,5635500,C,NON RUTIN,0,0
RAIL;ALE;DIN;1492DR8,2567500,C,NON RUTIN,0,0
UNIV ACC;SERAT FIBER AQUAPROOF,40000,C,NON RUTIN,0,0
O-RING;PAT;DT;VHDV126160,900900.0000000001,C,NON RUTIN,0,0
SLID;PAT;DT;VHDV1611AO,2263800,C,NON RUTIN,0,0
SLID;PAT;DT;VHDV161140EO,2263800,C,NON RUTIN,0,0
SLID;PAT;DT;VHDV1611JO,2263800,C,NON RUTIN,0,0
UNIV ACC;BLANKET 1260DEG 25.4mm,589875,C,NON RUTIN,0,0
UNIV ACC;CLEANER;CRC,460000,C,NON RUTIN,0,0
UNIV ACC;DESK TELEPHONE,706000,C,NON RUTIN,0,0
"UNIV ACC;FIRE NOZZLE 2.5""",3385000,C,NON RUTIN,0,0
UNIV ACC;FRAME BAG FILTER 8030X123mm,1980000.0000000002,C,RUTIN,0,0
UNIV ACC;FREON DUPONT R22,2100000,C,NON RUTIN,0,0
UNIV ACC;FREON REFRIGENT 134A,1430000,C,NON RUTIN,0,0
UNIV ACC;FREON REFRIGENT R22,1573095,C,RUTIN,0,0
UNIV ACC;GLUE;SC-2000;1KG,689500,C,NON RUTIN,0,0
UNIV ACC;HANDY TALKY,5900000,C,NON RUTIN,0,0
UNIV ACC;OIL PUMP,404250,C,NON RUTIN,0,0
UNIV ACC;OIL SPILL DISPERSANT;SOIL,2425000,C,NON RUTIN,0,0
UNIV ACC;ENGSEL+BOLT,14000,C,NON RUTIN,0,0
UNIV ACC;EPOXY ADHESIVE,225000,C,NON RUTIN,0,0
UNIV ACC;FIRE NOZZLE,2715900,C,NON RUTIN,0,0
UNIV ACC;FREON R410A,2200000,C,NON RUTIN,0,0
UNIV ACC;SILICON HIGH TEMPERATURE,82500,C,NON RUTIN,0,0
UNIV ACC;COMPRESSOR AC 5PK,17500000,C,NON RUTIN,0,0
UNIV ACC;COMPRESSOR MT50HK4BVE,7276500.000000001,C,NON RUTIN,0,0
UNIV ACC;TEDMOND 1000 L,2750000,C,NON RUTIN,0,0
"UNIV ACC;SELANG 2""",19000,C,NON RUTIN,0,0
UNIV ACC;SELANG GREASE,341000,C,NON RUTIN,0,0
UNIV ACC;BOLT&NUT M12X60mm+WSH,28500,C,NON RUTIN,0,0
UNIV ACC;WORKSTATION HP-Z230,31350000.000000004,C,NON RUTIN,0,0
UNIV ACC;COVER CHLORINE GENERATOR,5170000,C,NON RUTIN,0,0
UNIV ACC;WIRE MESH 25X25X3MM,26433000.000000004,C,NON RUTIN,0,0
UNIV ACC;SILENCER SS304,39600000,C,NON RUTIN,0,0
UNIV ACC;NOZZLE WATER SPRAY,455000,C,NON RUTIN,0,0
UNIV ACC;CURING COMPOUND,138160,C,NON RUTIN,0,0
"VALVE ACC;BALL VALVE 2"" PVC",1600000,C,NON RUTIN,0,0
UNIV ACC;KEPALA ACCU,45000,C,NON RUTIN,0,0
"UNIV ACC;KRAN AIR 1""",81180,C,NON RUTIN,0,0
"UNIV ACC;KRAN AIR 2""",195030.00000000003,C,NON RUTIN,0,0
UNIV ACC;CYLINDER KIT 04311-25020,66000,C,NON RUTIN,0,0
UNIV ACC;EPOXY FILLER,154000,C,NON RUTIN,7,1.9833333333333334
UNIV ACC;PROTECTIVE REBUILD PUTTY,4950000,C,NON RUTIN,0,0
UNIV ACC;PROTECTIVE RUBBER BRUSH ON,4950000,C,NON RUTIN,0,0
UNIV ACC;SCREW COMPRESSOR AIR GSG75,183150000,C,NON RUTIN,0,0
CABLE ACC;DUCT CABLE 75X100MM,114400,C,NON RUTIN,0,0
UNIV ACC;ACRILYC 4MM,743000,C,NON RUTIN,0,0
UNIV ACC;KARET BALON PINTU MOBIL,53900.00000000001,C,NON RUTIN,0,0
UNIV ACC;KARET PINTU MOBIL,363000.00000000006,C,NON RUTIN,0,0
TOOL E;LIFTING 110/220VAC 1.5KW,219483000,C,NON RUTIN,0,0
UNIV ACC;SCREEN 1.5X2M,1000000,C,NON RUTIN,0,0
UNIV ACC;TERPAL 4X6M,250000,C,NON RUTIN,0,0
UNIV ACC;AIR DRYER 2.2KW 13BAR,154638000,C,NON RUTIN,0,0
UNIV ACC;REMOVAL UNIT CC3500/2800,116300000,C,NON RUTIN,0,0
UNIV ACC;SCRAPPER WET UNLOADER,1515000,C,NON RUTIN,0,0
UNIV ACC;BRAKE FLUID DOT 3,120000,C,NON RUTIN,0,0
UNIV ACC;CORDLESS TELEPHONE KX-TG6511,577000,C,NON RUTIN,0,0
UNIV ACC;NOZZLE HOLDER DLLA150P177,4800000,C,NON RUTIN,0,0
UNIV ACC;TESTER NOZZLE,10000000,C,NON RUTIN,0,0
UNIV ACC;TOOTH BUCKET 332/C4388,780000,C,NON RUTIN,0,0
VALVE;SELENOID;37861;0.3;220VAC,3133300,C,NON RUTIN,0,0
BOILER ACC;BACK STOP CLATCH TA600,35500000,B,NON RUTIN,0,0
BOILER ACC;BACK STOP CLATCH TA700,61980000,B,NON RUTIN,0,0
UNIV ACC;COVER BELLOWS 2000MM,6207000,C,NON RUTIN,0,0
UNIV ACC;ISOLASI ALUMINIUM,4360000,C,NON RUTIN,0,0
UNIV ACC;NOZZLE WATER NF BETC 3050 BSP,370000,C,NON RUTIN,0,0
UNIV ACC;NOZZLE WATER TF BETE 10NN BSP,510000,C,NON RUTIN,0,0
"VALVE ACC;BALL VALVE 2.5"" PVC",215000,C,NON RUTIN,0,0
UNIV ACC;LIGHT BUOY,165900000,C,NON RUTIN,0,0
UNIV ACC;NOZZLE HOLDER NHDLLA150SND346,4045000,C,NON RUTIN,0,0
UNIV ACC;NOZZLE HOLDER NPDLLA150SN917,4045000,C,NON RUTIN,0,0
BOILER ACC;PAF SILENCER 1673X2829X2100MM,1113043000,C,NON RUTIN,0,0
BOILER ACC;PAF WEATHER HOOD,290946000,C,NON RUTIN,0,0
BOILER ACC;SAF WEATHER HOOD,201000000,C,NON RUTIN,0,0
BOILER ACC;SAF SILENCER 809X2251X1574MM,525206000,C,NON RUTIN,0,0
UNIV ACC;SPRING RELIEF VALVE,850000,C,NON RUTIN,0,0
UNIV ACC;AXIAL RING SN522,550000,C,NON RUTIN,0,0
PUMP ACC;KEY SUS316,3600000,C,NON RUTIN,0,0
UNIV ACC;BATTERY GS N55Z,1555300,C,NON RUTIN,0,0
UNIV ACC;ACCU ZUR,12000,C,NON RUTIN,0,0
UNIV ACC;AXIAL RING 12/180,587800,C,NON RUTIN,0,0
UNIV ACC;NOZZLE BLENDER,486000,C,NON RUTIN,0,0
UNIV ACC;AXIAL RING FRB 12/180,368000,C,NON RUTIN,0,0
UNIV ACC;ROCKWOOL 100X605X910MM,1460000,C,NON RUTIN,0,0
"UNIV ACC;KLEM SELANG 4""",158000,C,NON RUTIN,15,4.083333333333333
